Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
-0.1669308060451872,0.09790119003872806,-0.24576035772053198,0.5666875575620542,-2.324421865917541e-05,-1.2361156627799352e-05,-0.07642662763117589,1.674157537483973e-06,-1.711192872051513e-05,-1.324018134088865e-07
-0.0030515730790071404,-0.00019728266116887566,0.0001933859389030596,-0.00023375330815037586,1.948419669846456e-06,8.658226027470858e-05,-0.00017402131441124246,4.634902590354122e-06,-4.145089315396899e-06,-7.817994136944737e-06
0.06220524170544855,0.10241052210495935,0.0932594107504647,0.040014872894352224,0.06546417499346475,-0.00015383557269075957,-5.411221586689169e-05,0.0002860336471012655,-0.001924353447732742,-9.122126236387176e-05
-0.04818476869746276,-0.00034595749760286113,-0.02807462739619022,1.858582969428045e-05,8.343791618536918e-05,0.034027251558724984,9.976281596456624e-05,3.1994823666171095e-05,5.0517868371213015e-05,-1.018412031571234e-05
0.036284372420309075,0.1371381609979805,0.0015263182528721894,0.0001760249431972753,0.00019439611921644024,-2.1769007986154758e-05,0.04607398806990427,0.0786713747908703,0.002051075903398337,2.8811240945771963e-05
-0.10222671895417831,0.031126697856183754,-0.0880915093277717,0.07147954327669366,1.6221464586750878e-05,-7.073625329561065e-06,0.00025405170742841645,0.00018534000384794322,-2.6670456716294226e-05,-2.0708464657856946e-05
0.32319565352553153,0.12010361807760711,0.1671035791075575,6.0646365772025923e-05,0.01681116516205088,0.10684524381434304,0.00014054409254312048,0.13743299745390014,-0.1154677017012382,-0.06158522462834611
0.7157640729813544,-0.126472607501269,-0.045361766582220436,0.050286777626871476,-0.024982726494660046,-1.8444633712224797e-05,6.649870947781974e-07,2.59244037492372e-06,0.020871100828748677,0.014642145601871034
0.1282387434461558,0.13660581313304268,-0.02866050054497653,0.019033775747351395,0.035806111934087885,-0.0023278588188791775,0.00670771099030263,0.08236887357701617,-0.025078634997238804,-0.03466273580461031
0.05004331664466534,0.17745393918892552,0.04633258882330238,-0.04049787780555374,-2.801846648758007e-05,-0.03987666496742862,-0.028164919483987874,0.17371667641516803,-0.0002142497550513402,-0.00025029557867180317
